Serial Capture Session Started - 2025-10-19 21:08:44.965
Software: COM7, Machine: COM15, Baud: 19200
================================================================================
*** Forwarding ENABLED - 'R' received from Software ***
[2025-10-19 21:09:29.621] Machine → Software: 46 (F)
[2025-10-19 21:09:29.623] Software → Machine: 46 (F)
[2025-10-19 21:09:29.624] Machine → Software: 46 (F)
[2025-10-19 21:09:29.626] Software → Machine: 46 (F)
[2025-10-19 21:09:29.627] Machine → Software: 46 (F)
[2025-10-19 21:09:29.629] Software → Machine: 45 (E)
[2025-10-19 21:09:29.630] Machine → Software: 45 (E)
[2025-10-19 21:09:29.632] Software → Machine: 44 (D)
[2025-10-19 21:09:29.633] Machine → Software: 44 (D)
[2025-10-19 21:09:29.635] Software → Machine: 42 (B)
[2025-10-19 21:09:29.636] Machine → Software: 42 (B)
[2025-10-19 21:09:29.637] Machine → Software: 36 33 30 30 (6300)
[2025-10-19 21:09:29.638] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:29.639] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:29.640] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:29.642] Machine → Software: 30 30 30 30 30 30 33 (0000003)
[2025-10-19 21:09:29.643] Machine → Software: 30 30 30 30 30 31 32 (0000012)
[2025-10-19 21:09:29.644] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:29.646] Machine → Software: 30 30 30 30 30 30 30 (0000000)
[2025-10-19 21:09:29.647] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:29.648] Machine → Software: 30 30 30 30 30 30 30 (0000000)
[2025-10-19 21:09:29.682] Machine → Software: 30 30 30 30 4F (0000O)
[2025-10-19 21:09:29.692] Software → Machine: 57 (W)
[2025-10-19 21:09:29.700] Machine → Software: 57 (W)
[2025-10-19 21:09:29.701] Software → Machine: 30 (0)
[2025-10-19 21:09:29.702] Machine → Software: 30 (0)
[2025-10-19 21:09:29.704] Software → Machine: 32 (2)
[2025-10-19 21:09:29.705] Machine → Software: 32 (2)
[2025-10-19 21:09:29.707] Software → Machine: 30 (0)
[2025-10-19 21:09:29.709] Machine → Software: 30 (0)
[2025-10-19 21:09:29.711] Software → Machine: 31 (1)
[2025-10-19 21:09:29.712] Machine → Software: 31 (1)
[2025-10-19 21:09:29.713] Software → Machine: 45 (E)
[2025-10-19 21:09:29.715] Machine → Software: 45 (E)
[2025-10-19 21:09:29.716] Software → Machine: 31 (1)
[2025-10-19 21:09:29.717] Machine → Software: 31 (1)
[2025-10-19 21:09:29.720] Software → Machine: 30 (0)
[2025-10-19 21:09:29.721] Machine → Software: 30 (0)
[2025-10-19 21:09:29.723] Software → Machine: 30 (0)
[2025-10-19 21:09:29.725] Machine → Software: 30 (0)
[2025-10-19 21:09:29.726] Software → Machine: 3F (?)
[2025-10-19 21:09:29.727] Machine → Software: 3F (?)
[2025-10-19 21:09:29.729] Software → Machine: 52 (R)
[2025-10-19 21:09:29.731] Machine → Software: 52 (R)
[2025-10-19 21:09:29.732] Software → Machine: 30 (0)
[2025-10-19 21:09:29.733] Machine → Software: 30 (0)
[2025-10-19 21:09:29.735] Software → Machine: 32 (2)
[2025-10-19 21:09:29.736] Machine → Software: 32 (2)
[2025-10-19 21:09:29.738] Software → Machine: 34 (4)
[2025-10-19 21:09:29.739] Machine → Software: 34 (4)
[2025-10-19 21:09:29.741] Software → Machine: 30 (0)
[2025-10-19 21:09:29.742] Machine → Software: 30 (0)
[2025-10-19 21:09:29.744] Software → Machine: 42 (B)
[2025-10-19 21:09:29.745] Machine → Software: 42 (B)
[2025-10-19 21:09:29.747] Software → Machine: 39 (9)
[2025-10-19 21:09:29.748] Machine → Software: 39 (9)
[2025-10-19 21:09:29.749] Machine → Software: 41 43 41 43 (ACAC)
[2025-10-19 21:09:29.750] Machine → Software: 41 43 41 43 41 (ACACA)
[2025-10-19 21:09:29.751] Machine → Software: 43 41 43 41 43 41 (CACACA)
[2025-10-19 21:09:29.752] Machine → Software: 34 41 34 41 (4A4A)
[2025-10-19 21:09:29.753] Machine → Software: 34 41 34 41 34 (4A4A4)
[2025-10-19 21:09:29.754] Machine → Software: 41 34 41 34 41 (A4A4A)
[2025-10-19 21:09:29.756] Machine → Software: 34 41 34 41 34 41 (4A4A4A)
[2025-10-19 21:09:29.760] Machine → Software: 34 41 34 41 34 41 34 41 34 41 34 41 34 41 34 41 34 41 34 30 30 34 34 (4A4A4A4A4A4A4A4A4A40044)
[2025-10-19 21:09:29.799] Machine → Software: 37 32 36 39 36 36 4F (726966O)
[2025-10-19 21:09:29.811] Software → Machine: 52 (R)
[2025-10-19 21:09:29.819] Machine → Software: 52 (R)
[2025-10-19 21:09:29.821] Software → Machine: 30 (0)
[2025-10-19 21:09:29.822] Machine → Software: 30 (0)
[2025-10-19 21:09:29.824] Software → Machine: 32 (2)
[2025-10-19 21:09:29.826] Machine → Software: 32 (2)
[2025-10-19 21:09:29.827] Software → Machine: 34 (4)
[2025-10-19 21:09:29.829] Machine → Software: 34 (4)
[2025-10-19 21:09:29.830] Software → Machine: 30 (0)
[2025-10-19 21:09:29.831] Machine → Software: 30 (0)
[2025-10-19 21:09:29.833] Software → Machine: 44 (D)
[2025-10-19 21:09:29.834] Machine → Software: 44 (D)
[2025-10-19 21:09:29.836] Software → Machine: 35 (5)
[2025-10-19 21:09:29.838] Machine → Software: 35 34 (54)
[2025-10-19 21:09:29.839] Machine → Software: 34 37 32 36 39 (47269)
[2025-10-19 21:09:29.840] Machine → Software: 36 36 37 34 36 35 37 (6674657)
[2025-10-19 21:09:29.841] Machine → Software: 32 37 36 33 34 33 (276343)
[2025-10-19 21:09:29.843] Machine → Software: 35 35 32 36 35 37 36 (5526576)
[2025-10-19 21:09:29.844] Machine → Software: 33 36 30 30 30 30 30 30 (36000000)
[2025-10-19 21:09:29.846] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:29.847] Machine → Software: 30 30 30 30 30 30 30 (0000000)
[2025-10-19 21:09:29.849] Machine → Software: 30 30 30 30 30 30 30 (0000000)
[2025-10-19 21:09:29.850] Machine → Software: 30 30 30 30 30 30 30 30 (00000000)
[2025-10-19 21:09:29.852] Machine → Software: 30 30 4F (00O)
[2025-10-19 21:09:29.854] Software → Machine: 4E (N)
[2025-10-19 21:09:29.856] Machine → Software: 4E (N)
[2025-10-19 21:09:29.859] Software → Machine: 30 (0)
[2025-10-19 21:09:29.860] Machine → Software: 30 (0)
[2025-10-19 21:09:29.862] Software → Machine: 32 (2)
[2025-10-19 21:09:29.864] Machine → Software: 32 (2)
[2025-10-19 21:09:29.866] Software → Machine: 34 (4)
[2025-10-19 21:09:29.867] Machine → Software: 34 (4)
[2025-10-19 21:09:29.869] Software → Machine: 30 (0)
[2025-10-19 21:09:29.870] Machine → Software: 30 (0)
[2025-10-19 21:09:29.872] Software → Machine: 46 (F)
[2025-10-19 21:09:29.873] Machine → Software: 46 (F)
[2025-10-19 21:09:29.875] Software → Machine: 35 (5)
[2025-10-19 21:09:29.876] Machine → Software: 35 (5)
[2025-10-19 21:09:29.877] Machine → Software: 4C 69 73 61 56 34 (LisaV4)
[2025-10-19 21:09:29.878] Machine → Software: 35 52 65 76 38 00 (5Rev8.)
[2025-10-19 21:09:29.879] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:29.880] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:29.881] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:29.882] Machine → Software: 00 00 42 6C 61 63 (..Blac)
[2025-10-19 21:09:29.883] Machine → Software: 6B 42 6F 61 72 64 (kBoard)
[2025-10-19 21:09:29.884] Machine → Software: 76 34 35 52 65 76 (v45Rev)
[2025-10-19 21:09:29.885] Machine → Software: 36 31 00 00 00 00 (61....)
[2025-10-19 21:09:29.886] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:29.888] Machine → Software: 00 00 00 00 53 77 (....Sw)
[2025-10-19 21:09:29.910] Machine → Software: 69 73 73 42 6C 6F (issBlo)
[2025-10-19 21:09:31.132] Machine → Software: 63 6B 20 76 34 35 20 72 65 76 36 61 00 00 00 00 00 00 00 00 00 00 00 00 5A 75 72 69 63 68 76 34 35 72 65 76 36 61 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 41 4C 49 43 45 20 76 36 6D 20 52 65 76 35 20 46 69 72 6D 77 61 72 65 20 76 33 00 00 00 00 00 00 42 41 4D 42 4F 4F 20 76 36 6D 20 52 65 76 38 20 46 69 72 6D 77 61 72 65 20 76 33 00 00 00 00 00 4C 67 35 30 36 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 73 30 32 31 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 (ck v45 rev6a............Zurichv45rev6a..................ALICE v6m Rev5 Firmware v3......BAMBOO v6m Rev8 Firmware v3.....Lg5060..........................Cs021.......................)
[2025-10-19 21:09:33.177] Machine → Software: 00 00 00 00 4F (....O)
[2025-10-19 21:09:33.179] Software → Machine: 4E 52 (NR)
[2025-10-19 21:09:33.180] Machine → Software: 4E (N)
[2025-10-19 21:09:33.181] Machine → Software: 3F (?)
[2025-10-19 21:09:33.234] Software → Machine: 52 (R)
[2025-10-19 21:09:33.236] Machine → Software: 52 (R)
[2025-10-19 21:09:33.856] Software → Machine: 02 66 03 6B (.f.k)
[2025-10-19 21:09:33.857] Machine → Software: 3F (?)
[2025-10-19 21:09:33.858] Machine → Software: 51 51 21 (QQ!)
[2025-10-19 21:09:33.859] Software → Machine: 46 (F)
[2025-10-19 21:09:33.861] Machine → Software: 51 (Q)
[2025-10-19 21:09:33.925] Software → Machine: 52 (R)
[2025-10-19 21:09:33.927] Machine → Software: 52 (R)
[2025-10-19 21:09:33.945] Software → Machine: 46 (F)
[2025-10-19 21:09:33.947] Machine → Software: 46 (F)
[2025-10-19 21:09:33.965] Software → Machine: 3F (?)
[2025-10-19 21:09:33.967] Machine → Software: 3F (?)
[2025-10-19 21:09:33.985] Software → Machine: 4E (N)
[2025-10-19 21:09:33.987] Machine → Software: 4E (N)
[2025-10-19 21:09:33.989] Software → Machine: 30 (0)
[2025-10-19 21:09:33.990] Machine → Software: 30 (0)
[2025-10-19 21:09:33.992] Software → Machine: 32 (2)
[2025-10-19 21:09:33.994] Machine → Software: 32 (2)
[2025-10-19 21:09:33.995] Software → Machine: 34 (4)
[2025-10-19 21:09:33.996] Machine → Software: 34 (4)
[2025-10-19 21:09:33.998] Software → Machine: 31 (1)
[2025-10-19 21:09:33.999] Machine → Software: 31 (1)
[2025-10-19 21:09:34.001] Software → Machine: 46 (F)
[2025-10-19 21:09:34.002] Machine → Software: 46 (F)
[2025-10-19 21:09:34.004] Software → Machine: 35 (5)
[2025-10-19 21:09:34.005] Machine → Software: 35 (5)
[2025-10-19 21:09:34.005] Machine → Software: 46 6C 30 38 (Fl08)
[2025-10-19 21:09:34.006] Machine → Software: 31 00 00 00 00 (1....)
[2025-10-19 21:09:34.008] Machine → Software: 00 00 00 00 00 00 00 (.......)
[2025-10-19 21:09:34.009] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:34.010] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:34.011] Machine → Software: 00 00 00 00 4E 76 (....Nv)
[2025-10-19 21:09:34.012] Machine → Software: 37 37 32 00 00 (772..)
[2025-10-19 21:09:34.013] Machine → Software: 00 00 00 00 00 00 00 (.......)
[2025-10-19 21:09:34.014] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:34.015] Machine → Software: 00 00 00 00 00 00 00 (.......)
[2025-10-19 21:09:34.016] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:34.017] Machine → Software: 00 00 4E 76 37 32 32 (..Nv722)
[2025-10-19 21:09:35.720] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:37.748] Machine → Software: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4E 76 37 39 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 42 64 31 33 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 42 64 31 31 35 76 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 72 30 37 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 43 72 30 36 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4F (......................Nv799...........................Bd130...........................Bd115v2.........................Cr070...........................Cr060...........................O)
[2025-10-19 21:09:37.750] Software → Machine: 4E (N)
[2025-10-19 21:09:37.751] Machine → Software: 4E (N)
[2025-10-19 21:09:37.753] Software → Machine: 30 (0)
[2025-10-19 21:09:37.754] Machine → Software: 30 (0)
[2025-10-19 21:09:37.756] Software → Machine: 32 (2)
[2025-10-19 21:09:37.757] Machine → Software: 32 (2)
[2025-10-19 21:09:37.759] Software → Machine: 34 (4)
[2025-10-19 21:09:37.760] Machine → Software: 34 (4)
[2025-10-19 21:09:37.762] Software → Machine: 32 (2)
[2025-10-19 21:09:37.763] Machine → Software: 32 (2)
[2025-10-19 21:09:37.765] Software → Machine: 46 (F)
[2025-10-19 21:09:37.766] Machine → Software: 46 (F)
[2025-10-19 21:09:37.768] Software → Machine: 35 (5)
[2025-10-19 21:09:37.769] Machine → Software: 35 (5)
[2025-10-19 21:09:37.770] Machine → Software: 4E 76 38 35 30 (Nv850)
[2025-10-19 21:09:37.770] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:37.771] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:37.772] Machine → Software: 00 00 00 00 (....)
[2025-10-19 21:09:37.773] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:37.774] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:37.775] Machine → Software: 00 00 00 4E 76 38 (...Nv8)
[2025-10-19 21:09:37.776] Machine → Software: 31 30 00 00 00 (10...)
[2025-10-19 21:09:37.777] Machine → Software: 00 00 00 00 00 00 00 (.......)
[2025-10-19 21:09:37.778] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:37.779] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:37.780] Machine → Software: 00 00 00 00 00 (.....)
[2025-10-19 21:09:37.781] Machine → Software: 00 39 33 35 31 32 (.93512)
[2025-10-19 21:09:37.782] Machine → Software: 35 00 00 00 00 (5....)
[2025-10-19 21:09:38.768] Machine → Software: 00 00 00 00 00 00 (......)
[2025-10-19 21:09:38.814] Machine → Software: 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 39 36 35 30 38 30 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 31 39 56 32 52 6F 73 65 2D 53 70 72 61 79 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D 65 30 32 38 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 66 6C 6F 77 65 72 20 32 31 37 32 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4D 65 30 30 39 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 4F (................965080..........................19V2Rose-Spray..................Me028...........................flower 2172.....................Me009...........................O)
[2025-10-19 21:09:38.843] Software → Machine: 52 (R)
[2025-10-19 21:09:38.850] Machine → Software: 52 (R)
[2025-10-19 21:09:38.852] Software → Machine: 30 (0)
[2025-10-19 21:09:38.853] Machine → Software: 30 (0)
[2025-10-19 21:09:38.855] Software → Machine: 32 (2)
[2025-10-19 21:09:38.856] Machine → Software: 32 (2)
[2025-10-19 21:09:38.858] Software → Machine: 34 (4)
[2025-10-19 21:09:38.859] Machine → Software: 34 (4)
[2025-10-19 21:09:38.861] Software → Machine: 33 (3)
[2025-10-19 21:09:38.862] Machine → Software: 33 (3)
[2025-10-19 21:09:38.864] Software → Machine: 46 (F)
[2025-10-19 21:09:38.865] Machine → Software: 46 (F)
[2025-10-19 21:09:38.867] Software → Machine: 35 (5)
[2025-10-19 21:09:38.868] Machine → Software: 35 (5)
[2025-10-19 21:09:38.869] Machine → Software: 33 39 33 38 33 (39383)
[2025-10-19 21:09:38.870] Machine → Software: 35 33 30 33 (5303)
[2025-10-19 21:09:38.871] Machine → Software: 38 33 39 30 (8390)
[2025-10-19 21:09:38.872] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.873] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.874] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.874] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.875] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.876] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.878] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.878] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.879] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.880] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.881] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.882] Machine → Software: 4F (O)
[2025-10-19 21:09:38.884] Software → Machine: 52 (R)
[2025-10-19 21:09:38.885] Machine → Software: 52 (R)
[2025-10-19 21:09:38.887] Software → Machine: 30 (0)
[2025-10-19 21:09:38.888] Machine → Software: 30 (0)
[2025-10-19 21:09:38.889] Software → Machine: 32 (2)
[2025-10-19 21:09:38.891] Machine → Software: 32 (2)
[2025-10-19 21:09:38.893] Software → Machine: 34 (4)
[2025-10-19 21:09:38.894] Machine → Software: 34 (4)
[2025-10-19 21:09:38.896] Software → Machine: 34 (4)
[2025-10-19 21:09:38.897] Machine → Software: 34 (4)
[2025-10-19 21:09:38.898] Software → Machine: 31 (1)
[2025-10-19 21:09:38.900] Machine → Software: 31 (1)
[2025-10-19 21:09:38.901] Software → Machine: 35 (5)
[2025-10-19 21:09:38.903] Machine → Software: 35 (5)
[2025-10-19 21:09:38.904] Machine → Software: 37 30 36 44 33 (706D3)
[2025-10-19 21:09:38.904] Machine → Software: 30 33 30 33 (0303)
[2025-10-19 21:09:38.905] Machine → Software: 38 30 30 30 30 (80000)
[2025-10-19 21:09:38.906] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.907] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.908] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:38.910] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:38.911] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.912] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:38.912] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.913] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.914] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:38.915] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:38.916] Machine → Software: 30 30 4F (00O)
[2025-10-19 21:09:38.918] Software → Machine: 4C (L)
[2025-10-19 21:09:38.919] Machine → Software: 4C (L)
[2025-10-19 21:09:38.921] Software → Machine: 30 (0)
[2025-10-19 21:09:38.922] Machine → Software: 30 (0)
[2025-10-19 21:09:38.924] Software → Machine: 32 (2)
[2025-10-19 21:09:38.925] Machine → Software: 32 (2)
[2025-10-19 21:09:38.927] Software → Machine: 34 (4)
[2025-10-19 21:09:38.928] Machine → Software: 34 (4)
[2025-10-19 21:09:38.930] Software → Machine: 30 (0)
[2025-10-19 21:09:38.931] Machine → Software: 30 (0)
[2025-10-19 21:09:38.933] Software → Machine: 44 (D)
[2025-10-19 21:09:38.934] Machine → Software: 44 (D)
[2025-10-19 21:09:38.936] Software → Machine: 35 (5)
[2025-10-19 21:09:38.937] Machine → Software: 35 (5)
[2025-10-19 21:09:38.939] Software → Machine: 30 (0)
[2025-10-19 21:09:38.940] Machine → Software: 30 (0)
[2025-10-19 21:09:38.942] Software → Machine: 30 (0)
[2025-10-19 21:09:38.943] Machine → Software: 30 (0)
[2025-10-19 21:09:38.945] Software → Machine: 30 (0)
[2025-10-19 21:09:38.946] Machine → Software: 30 (0)
[2025-10-19 21:09:38.948] Software → Machine: 33 (3)
[2025-10-19 21:09:38.949] Machine → Software: 33 (3)
[2025-10-19 21:09:38.951] Software → Machine: 36 (6)
[2025-10-19 21:09:38.952] Machine → Software: 36 (6)
[2025-10-19 21:09:38.954] Software → Machine: 30 (0)
[2025-10-19 21:09:38.955] Machine → Software: 30 (0)
[2025-10-19 21:09:38.959] Machine → Software: 30 (0)
[2025-10-19 21:09:38.960] Machine → Software: 30 30 30 34 43 43 39 (0004CC9)
[2025-10-19 21:09:38.962] Machine → Software: 4F (O)
[2025-10-19 21:09:38.964] Software → Machine: 57 (W)
[2025-10-19 21:09:38.966] Machine → Software: 57 (W)
[2025-10-19 21:09:38.968] Software → Machine: 30 (0)
[2025-10-19 21:09:38.969] Machine → Software: 30 (0)
[2025-10-19 21:09:38.971] Software → Machine: 32 (2)
[2025-10-19 21:09:38.972] Machine → Software: 32 (2)
[2025-10-19 21:09:38.974] Software → Machine: 30 (0)
[2025-10-19 21:09:38.975] Machine → Software: 30 (0)
[2025-10-19 21:09:38.977] Software → Machine: 31 (1)
[2025-10-19 21:09:38.978] Machine → Software: 31 (1)
[2025-10-19 21:09:38.980] Software → Machine: 45 (E)
[2025-10-19 21:09:38.981] Machine → Software: 45 (E)
[2025-10-19 21:09:38.983] Software → Machine: 31 (1)
[2025-10-19 21:09:38.984] Machine → Software: 31 (1)
[2025-10-19 21:09:38.985] Software → Machine: 30 (0)
[2025-10-19 21:09:38.987] Machine → Software: 30 (0)
[2025-10-19 21:09:38.988] Software → Machine: 31 (1)
[2025-10-19 21:09:38.989] Machine → Software: 31 (1)
[2025-10-19 21:09:38.991] Software → Machine: 3F (?)
[2025-10-19 21:09:38.993] Machine → Software: 3F (?)
[2025-10-19 21:09:38.994] Software → Machine: 57 (W)
[2025-10-19 21:09:38.996] Machine → Software: 57 (W)
[2025-10-19 21:09:38.997] Software → Machine: 46 (F)
[2025-10-19 21:09:38.999] Machine → Software: 46 (F)
[2025-10-19 21:09:39.000] Software → Machine: 46 (F)
[2025-10-19 21:09:39.001] Machine → Software: 46 (F)
[2025-10-19 21:09:39.003] Software → Machine: 46 (F)
[2025-10-19 21:09:39.004] Machine → Software: 46 (F)
[2025-10-19 21:09:39.006] Software → Machine: 45 (E)
[2025-10-19 21:09:39.007] Machine → Software: 45 (E)
[2025-10-19 21:09:39.009] Software → Machine: 44 (D)
[2025-10-19 21:09:39.010] Machine → Software: 44 (D)
[2025-10-19 21:09:39.012] Software → Machine: 30 (0)
[2025-10-19 21:09:39.013] Machine → Software: 30 (0)
[2025-10-19 21:09:39.015] Software → Machine: 30 (0)
[2025-10-19 21:09:39.016] Machine → Software: 30 (0)
[2025-10-19 21:09:39.018] Software → Machine: 30 (0)
[2025-10-19 21:09:39.019] Machine → Software: 30 (0)
[2025-10-19 21:09:39.021] Software → Machine: 36 (6)
[2025-10-19 21:09:39.022] Machine → Software: 36 (6)
[2025-10-19 21:09:39.023] Software → Machine: 31 (1)
[2025-10-19 21:09:39.025] Machine → Software: 31 (1)
[2025-10-19 21:09:39.026] Software → Machine: 3F (?)
[2025-10-19 21:09:39.338] Machine → Software: 3F (?)
[2025-10-19 21:09:39.340] Software → Machine: 52 (R)
[2025-10-19 21:09:39.342] Machine → Software: 52 (R)
[2025-10-19 21:09:39.344] Software → Machine: 46 (F)
[2025-10-19 21:09:39.345] Machine → Software: 46 (F)
[2025-10-19 21:09:39.346] Software → Machine: 46 (F)
[2025-10-19 21:09:39.348] Machine → Software: 46 (F)
[2025-10-19 21:09:39.349] Software → Machine: 46 (F)
[2025-10-19 21:09:39.351] Machine → Software: 46 (F)
[2025-10-19 21:09:39.352] Software → Machine: 45 (E)
[2025-10-19 21:09:39.353] Machine → Software: 45 (E)
[2025-10-19 21:09:39.355] Software → Machine: 44 (D)
[2025-10-19 21:09:39.356] Machine → Software: 44 (D)
[2025-10-19 21:09:39.358] Software → Machine: 30 (0)
[2025-10-19 21:09:39.359] Machine → Software: 30 (0)
[2025-10-19 21:09:39.360] Machine → Software: 30 30 30 32 (0002)
[2025-10-19 21:09:39.361] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:39.362] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:39.363] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:39.364] Machine → Software: 38 33 30 30 36 (83006)
[2025-10-19 21:09:39.365] Machine → Software: 33 30 30 30 30 (30000)
[2025-10-19 21:09:39.366] Machine → Software: 30 30 30 30 (0000)
[2025-10-19 21:09:39.367] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:39.369] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:39.370] Machine → Software: 30 30 30 30 30 (00000)
[2025-10-19 21:09:39.371] Machine → Software: 30 33 30 30 30 (03000)
[2025-10-19 21:09:39.372] Machine → Software: 30 30 31 36 30 (00160)
[2025-10-19 21:09:39.373] Machine → Software: 30 30 30 30 30 30 (000000)
[2025-10-19 21:09:39.376] Machine → Software: 4F (O)
[2025-10-19 21:09:39.378] Software → Machine: 52 (R)
[2025-10-19 21:09:39.379] Machine → Software: 52 (R)
[2025-10-19 21:09:39.381] Software → Machine: 30 (0)
[2025-10-19 21:09:39.383] Machine → Software: 30 (0)
[2025-10-19 21:09:39.384] Software → Machine: 32 (2)
[2025-10-19 21:09:39.386] Machine → Software: 32 (2)
[2025-10-19 21:09:39.387] Software → Machine: 34 (4)
[2025-10-19 21:09:39.388] Machine → Software: 34 (4)
[2025-10-19 21:09:39.390] Software → Machine: 30 (0)
[2025-10-19 21:09:39.391] Machine → Software: 30 (0)
[2025-10-19 21:09:39.393] Software → Machine: 42 (B)
[2025-10-19 21:09:39.395] Machine → Software: 42 (B)
[2025-10-19 21:09:39.396] Software → Machine: 39 (9)
[2025-10-19 21:09:39.397] Machine → Software: 39 (9)
[2025-10-19 21:09:39.398] Machine → Software: 41 34 41 34 (A4A4)
[2025-10-19 21:09:39.399] Machine → Software: 41 34 41 34 (A4A4)
[2025-10-19 21:09:39.400] Machine → Software: 41 34 41 34 41 (A4A4A)
[2025-10-19 21:09:39.401] Machine → Software: 34 41 34 41 (4A4A)
[2025-10-19 21:09:39.402] Machine → Software: 34 41 34 41 (4A4A)
[2025-10-19 21:09:39.403] Machine → Software: 34 41 34 41 (4A4A)
[2025-10-19 21:09:39.404] Machine → Software: 34 41 34 41 34 (4A4A4)
[2025-10-19 21:09:39.405] Machine → Software: 38 36 38 36 (8686)
[2025-10-19 21:09:39.406] Machine → Software: 38 36 41 34 (86A4)
[2025-10-19 21:09:39.406] Machine → Software: 41 34 41 34 (A4A4)
[2025-10-19 21:09:39.407] Machine → Software: 41 34 41 34 41 (A4A4A)
[2025-10-19 21:09:39.409] Machine → Software: 34 41 34 41 34 (4A4A4)
[2025-10-19 21:09:39.410] Machine → Software: 41 34 30 30 35 32 (A40052)
